Value,ld_Value
150268.782751116,NA
153777.1817854,0.0230791075679004
151146.776516433,-0.0172532885509895
152828.937790572,0.0110678476378716
153360.001825,0.00346886838970306
151223.6051697,-0.0140285402301181
151400.555295061,0.00116943832412808
153830.834975031,0.0159245157290577
158016.487070138,0.0268458516676517
161315.830570763,0.020664747837289
166393.347119857,0.0309904223714756
165824.386515586,-0.00342523052161248
155422.457806124,-0.0647823721963441
169317.791557589,0.0856304289388898
173385.70934736,0.0237412740171923
177036.776502336,0.0208388412654621
179404.416827261,0.0132850814769441
180955.089393458,0.00860630626221948
184374.13974764,0.018718185727959
186309.681489162,0.0104431821485438
191689.495012187,0.0284666059920529
189730.356279933,-0.0102729627479743
191437.73826997,0.00895874252772977
196554.870835948,0.0263790039962029
191206.300868223,-0.0275886788182138
196850.40266922,0.0290911085453534
200889.082651637,0.0203088651910086
201549.005583087,0.0032796275613638
204298.373484869,0.0135489846826911
206387.486061937,0.0101738618380374
209818.822862382,0.0164890078371247
211733.045883096,0.00908185359726232
218732.623248037,0.0325238218431991
218974.157250127,0.00110363392740176
220280.627635198,0.0059485942216817
227647.855728267,0.0328976289254577
228479.707872282,0.00364745800359678
232057.277620488,0.0155368269099032
237454.541865013,0.0229919749911272
244584.554926991,0.029584874571249
240935.042644084,-0.0150337124894317
247510.948926248,0.026927454553066
251298.085893458,0.015185008585707
256513.319168657,0.0205407621443161
257766.01641313,0.0048716704535483
259978.297065012,0.00854589440490727
261731.365670071,0.00672050118449263
258836.021154649,-0.0111239176515507
266215.304320334,0.0281106578828023
267440.54826174,0.00459189602581667
267847.05621582,0.00151883969973099
271177.444636316,0.0123572520164892
279743.678250033,0.0311003652192081
278823.861610845,-0.00329348701809096
276800.348933022,-0.00728377772460043
287604.209849102,0.0382887792628299
289257.947004533,0.00573357661333773
292575.308882839,0.0114032595842115
294880.739704498,0.00784890261236804
290795.463364378,-0.0139508574091209
285085.684117472,-0.0198303638926163
288994.190077033,0.0136168032607671
290641.039321496,0.00568237951129724
301724.378253653,0.0374249819807186
302294.124761963,0.00188652060968586
302594.968200431,0.000994706192502193
313285.658846115,0.034720249735896
307982.134073641,-0.0170736473640396
311720.550940367,0.0120653413577205
311763.233174519,0.00013691529854043
314336.362147718,0.00821959790265581
317470.457626922,0.00992113756362833
318275.322613799,0.00253203542014901
318860.678967892,0.00183746175803279
321842.337896551,0.00930752743550123
327494.685190757,0.0174100347454917
311427.87276332,-0.050304063213682
329567.822278169,0.0566144033815341
332006.807086888,0.00737330529375058
337116.480261154,0.0152730374101235
336921.361476457,-0.000578955002421111
330683.657828158,-0.0186873525301756
328464.181652223,-0.0067344059440746
336086.00917947,0.0229393109932836
332848.256845896,-0.00968040592983677
332762.892377591,-0.000256499515890241
329720.258828714,-0.00918560702085536
329982.449695651,0.000794875865611999
333079.960402724,0.00934311217961081
324976.433375755,-0.0246299154748524
328580.033430637,0.0110277742103673
321677.706421962,-0.0212303086562233
324354.492249532,0.00828689700469276
333165.324871029,0.0268018082942039
338079.879260598,0.0146433588714228
335707.966534119,-0.00704056191916891
341335.923980238,0.0166254718725192
341134.707733519,-0.000589670069887305
344866.354490859,0.0108795270751347
345500.490541126,0.00183709931372888
346774.860103682,0.0036816882208992
353616.212492139,0.0195364282922323
350171.146449823,-0.00979015469698652
358738.080590449,0.0241705168633715
359372.216640716,0.0017661248349885
365597.725364972,0.0171749513893449
366524.539592285,0.00253185776958631
361853.883683588,-0.0128249815712493
362719.723290683,0.00238992977630836
368676.943685979,0.0162903453223535
372902.484867085,0.0113961815828993
375939.020953941,0.0081100011324633
376432.636212519,0.001312158225792
379300.571780423,0.00758984600657087
382530.651844718,0.00847982944171122
386089.450687736,0.00926029455317412
391949.251934193,0.0150632919074987
396832.165155082,0.0123810614458275
400315.089203197,0.00873852652088125
403538.723095983,0.0080204911001136
408596.825597329,0.0124564622544483
412016.428367383,0.00833430985306727
417629.431113801,0.013531287657468
420940.118993794,0.00789607750672872
419229.765327281,-0.00407145283615229
424143.178647526,0.0116519481577821
425877.350800772,0.00408031217877181
430601.765261144,0.0110322885627827
433649.126166413,0.00705205760188754
429664.046144004,-0.00923212677608909
430971.12529091,0.00303747788899322
432594.614038705,0.00375997005557593
435259.018413474,0.00614023528013163
436346.712626021,0.00249584126959412
439912.792347798,0.00813936827855599
437183.629567303,-0.00622319626498324
443726.220779634,0.0148544405846049
448830.77881178,0.0114381797188017
452233.671194638,0.00755308582084702
456515.861237585,0.00942442683126998
459621.551184207,0.00677999130139106
463227.512775867,0.00781488562872745
466867.073711834,0.00782625673955728
470192.922709639,0.00709850591414174
472004.554416534,0.0038455503935193
478731.52679833,0.0141513187017832
483512.172836183,0.00993653764482616
486851.324792224,0.00688229749859026
490091.4900302,0.00663329945128943
495697.850274574,0.011374480247186
503316.115563608,0.0152518647959994
509505.260110587,0.0122217436071956
515477.8712118,0.0116541990179577
518722.573341021,0.00627482378789068
522893.213728802,0.00800806348714822
527157.066609428,0.00812128027716241
535418.333121222,0.0155498291712775
540161.859139802,0.00882046137841641
546707.355871813,0.0120448270597802
554124.348167449,0.0134754558838122
559802.886227079,0.0101956161494616
567327.526578611,0.0133520523536426
571972.065879126,0.0081533690716391
574876.913609659,0.0050658002833508
576090.738239924,0.00210922536063052
578675.94136004,0.00447745416404999
578679.240917309,5.7018922454688e-06
579730.974796743,0.00181582336576369
575804.914091513,-0.00679524686381505
578593.45242832,0.00483116373241543
579113.132698158,0.000897775501011111
579092.922909886,-3.48984330997837e-05
580082.790090531,0.00170788157507396
577917.455632871,-0.00373978673900055
578575.304863341,0.00113766263636883
581868.675462277,0.00567606794787068
586262.035965703,0.00752207124714666
587889.955033205,0.00277292909791704
590110.557075117,0.00377012513892971
591124.34604596,0.00171649045770295
594025.894219224,0.00489651669796132
600834.530643423,0.0113966618639605
606564.624285378,0.00949170228971852
610741.863787697,0.00686311284743191
615594.687640806,0.00791438398887934
626781.836560722,0.0180097596517754
628978.104367777,0.00349791385251841
634835.230964581,0.00926904055786792
642945.955175986,0.0126951832305906
648452.916257637,0.00852872738921917
655622.029313454,0.0109950510184174
664189.74220659,0.0129834169265592
668275.006550041,0.00613191027809101
668266.757656869,-1.23436369783292e-05
667368.040745776,-0.0013457526680245
660455.880712268,-0.0104113540348258
646212.189803498,-0.0218024078922152
640533.566367824,-0.00882639056638546
643202.083308978,0.00415743036415606
646798.188287327,0.00557536982411477
646626.611309348,-0.000265306462408077
649757.633791987,0.00483040207010355
650207.455835329,0.000692052524923881
656174.705155981,0.00913559753121262
664902.166939175,0.0132128401254707
664120.039059286,-0.00117699759514878
662689.268538596,-0.00215670943380886
656482.388871298,-0.0094103378226329
655863.309438736,-0.000943470122669154
654499.35495274,-0.00208179768191208
650235.089627456,-0.00653662594166882
645084.893175495,-0.00795204838916952
647109.584004571,0.00313372719315197
644870.834397681,-0.00346561266054124
646084.659027946,0.00188050632907277
649863.889434714,0.00583239376958566
647720.414543961,-0.00330379588264407
652126.560831804,0.00677951058468906
